assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path
GCA_000746685.1	PRJNA248339	SAMN02869628	JOSZ00000000.1	na	1502295	1502295	Marine Group I thaumarchaeote SCGC AAA799-P11		SCGC AAA799-P11	latest	Contig	Major	Full	2014/08/29	ASM74668v1	King Abdullah University of Science and Technology	GCF_000746685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000746685.1_ASM74668v1
GCA_000746745.1	PRJNA248555	SAMN02869648	JOTD00000000.1	na	1503183	1503183	Marine Group I thaumarchaeote SCGC RSA3		SCGC RSA3	latest	Contig	Major	Full	2014/08/29	ASM74674v1	King Abdullah University of Science and Technology	GCF_000746745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000746745.1_ASM74674v1
GCA_000769655.1	PRJNA251677	SAMN02838508		representative genome	1505907	1505907	Thermococcus eurythermalis	strain=A501		latest	Complete Genome	Major	Full	2014/10/28	ASM76965v1	Laboratory of Marine Oceanography	GCF_000769655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000769655.1_ASM76965v1
GCA_000730175.1	PRJNA252523	SAMN02850979	JPES00000000.1	na	1508454	1508454	Haloferax sp. ATB1	strain=ATB1		latest	Contig	Major	Full	2014/07/17	ASM73017v1	Rede Paraense de Genômica e Proteômica	GCF_000730175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000730175.1_ASM73017v1
GCA_000299365.1	PRJNA174387	SAMN02603137		na	1229908	1510466	Candidatus Nitrosopumilus koreensis AR1	strain=AR1		latest	Complete Genome	Major	Full	2012/09/27	ASM29936v1	Chungbuk National University	GCF_000299365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000299365.1_ASM29936v1
GCA_000986845.1	PRJNA259156	SAMN03002197	JYIM00000000.1	na	1538547	1538547	archaeon Loki		GC14-75	latest	Contig	Major	Full	2015/05/01	ASM98684v1	Uppsala University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000986845.1_ASM98684v1
GCA_000993805.1	PRJNA262459	SAMN03083278		na	1550241	1550241	Thermofilum sp. 1807-2	strain=1807-2		latest	Complete Genome	Major	Full	2015/05/07	ASM99380v1	Immanuel Kant Baltic Federal University	GCF_000993805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000993805.1_ASM99380v1
GCA_001017125.1	PRJNA273166	SAMN03288802	JXOJ00000000.1	na	1550566	1550566	Methanoculleus sp. S3Fa	strain=S3Fa		latest	Contig	Major	Full	2015/06/01	ASM101712v1	National Chung Hsing University	GCF_001017125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001017125.1_ASM101712v1
GCA_000800805.1	PRJNA268719	SAMN03224143		na	1577791	1577791	Candidatus Methanoplasma termitum	strain=MpT1		latest	Complete Genome	Major	Full	2014/12/11	ASM80080v1	Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory	GCF_000800805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000800805.1_ASM80080v1
GCA_000806055.1	PRJNA268032	SAMN03217300	JWKN00000000.1	na	1579364	1579364	archaeon GW2011_AR1			latest	Contig	Major	Full	2014/12/19	ASM80605v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000806055.1_ASM80605v1
GCA_000806075.1	PRJNA268032	SAMN03217301	JWKO00000000.1	na	1579365	1579365	archaeon GW2011_AR3			latest	Contig	Major	Full	2014/12/19	ASM80607v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000806075.1_ASM80607v1
GCA_000806095.1	PRJNA268032	SAMN03217302	JWKP00000000.1	na	1579366	1579366	archaeon GW2011_AR4			latest	Contig	Major	Full	2014/12/19	ASM80609v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000806095.1_ASM80609v1
GCA_000806115.1	PRJNA268032	SAMN03217303	JWKQ00000000.1	na	1579367	1579367	archaeon GW2011_AR5			latest	Contig	Major	Full	2014/12/19	ASM80611v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000806115.1_ASM80611v1
GCA_000805915.1	PRJNA268032	SAMN03217304	JWKR00000000.1	na	1579368	1579368	archaeon GW2011_AR6			latest	Contig	Major	Full	2014/12/19	ASM80591v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000805915.1_ASM80591v1
GCA_000805935.1	PRJNA268032	SAMN03217305	JWKS00000000.1	na	1579369	1579369	archaeon GW2011_AR9			latest	Contig	Major	Full	2014/12/19	ASM80593v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000805935.1_ASM80593v1
GCA_000830275.1	PRJNA268032	SAMN03217306		na	1579370	1579370	archaeon GW2011_AR10			latest	Complete Genome	Major	Full	2015/01/29	ASM83027v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000830275.1_ASM83027v1
GCA_000806135.1	PRJNA268032	SAMN03217307	JWKT00000000.1	na	1579371	1579371	archaeon GW2011_AR11			latest	Contig	Major	Full	2014/12/19	ASM80613v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000806135.1_ASM80613v1
GCA_000805965.1	PRJNA268032	SAMN03217308	JWKU00000000.1	na	1579372	1579372	archaeon GW2011_AR13			latest	Contig	Major	Full	2014/12/19	ASM80596v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000805965.1_ASM80596v1
GCA_000830295.1	PRJNA268032	SAMN03217309		na	1579373	1579373	archaeon GW2011_AR15			latest	Chromosome	Major	Full	2015/01/29	ASM83029v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000830295.1_ASM83029v1
GCA_000805925.1	PRJNA268032	SAMN03217310	JWKV00000000.1	na	1579374	1579374	archaeon GW2011_AR16			latest	Contig	Major	Full	2014/12/19	ASM80592v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000805925.1_ASM80592v1
GCA_000805995.1	PRJNA268032	SAMN03217311	JWKW00000000.1	na	1579375	1579375	archaeon GW2011_AR17			latest	Contig	Major	Full	2014/12/19	ASM80599v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000805995.1_ASM80599v1
GCA_000806155.1	PRJNA268032	SAMN03217312	JWKX00000000.1	na	1579376	1579376	archaeon GW2011_AR18			latest	Contig	Major	Full	2014/12/19	ASM80615v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000806155.1_ASM80615v1
GCA_000806015.1	PRJNA268032	SAMN03217313	JWKY00000000.1	na	1579377	1579377	archaeon GW2011_AR19			latest	Contig	Major	Full	2014/12/19	ASM80601v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000806015.1_ASM80601v1
GCA_000830315.1	PRJNA268032	SAMN03217314		na	1579378	1579378	archaeon GW2011_AR20			latest	Complete Genome	Major	Full	2015/01/29	ASM83031v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000830315.1_ASM83031v1
GCA_000806035.1	PRJNA268032	SAMN03217315	JWKZ00000000.1	na	1579379	1579379	archaeon GW2011_AR21			latest	Contig	Major	Full	2014/12/19	ASM80603v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000806035.1_ASM80603v1
GCA_000956175.1	PRJNA269341	SAMN03253153		na	1580092	1580092	Candidatus Nitrosopumilus sp. NF5	strain=NF5		latest	Complete Genome	Major	Full	2015/03/19	ASM95617v1	University of Vienna	GCF_000956175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000956175.1_ASM95617v1
GCA_000875775.1	PRJNA269924	SAMN03257648		na	1582439	1582439	Candidatus Nitrosopumilus sp. D3C	strain=D3C		latest	Complete Genome	Major	Full	2015/02/13	ASM87577v1	University of Vienna	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000875775.1_ASM87577v1
GCA_000827835.1	PRJNA271840	SAMN03278120		na	1592728	1592728	Haloarcula sp. CBA1115	strain=CBA1115		latest	Complete Genome	Major	Full	2015/01/23	ASM82783v1	Kyung Hee University	GCF_000827835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000827835.1_ASM82783v1
GCA_000955905.1	PRJNA272771	SAMN03286947	JXON00000000.1	na	1603555	1603555	Thaumarchaeota archaeon SAT1	strain=SAT1		replaced	Contig	Major	Full	2015/03/18	ASM95590v1	Tsinghua University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000955905.1_ASM95590v1
GCA_000955905.2	PRJNA272771	SAMN03286947		na	1603555	1603555	Thaumarchaeota archaeon SAT1	strain=SAT1		replaced	Chromosome	Major	Full	2015/03/26	ASM95590v2	Tsinghua University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000955905.2_ASM95590v2
GCA_000955905.3	PRJNA272771	SAMN03286947		na	1603555	1603555	Thaumarchaeota archaeon SAT1	strain=SAT1		latest	Complete Genome	Major	Full	2015/04/20	ASM95590v3	Tsinghua University	GCF_000955905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000955905.3_ASM95590v3
GCA_001011115.1	PRJNA253523	SAMN02899090		na	1604004	1604004	Halanaeroarchaeum sulfurireducens	strain=HSR2		latest	Complete Genome	Major	Full	2015/05/21	ASM101111v1	C.N.R. - Institute for Coastal Marine Environment (IAMC)	GCF_001011115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001011115.1_ASM101111v1
GCA_000960865.1	PRJNA273893	SAMN03323735	JZWU00000000.1	na	1609231	1609231	Vulcanisaeta sp. AZ3			latest	Contig	Major	Full	2015/03/23	ASM96086v1	Center for Genomic Sciences	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000960865.1_ASM96086v1
GCA_000960885.1	PRJNA273893	SAMN03323733	JZWT00000000.1	na	1609232	1609232	Thermoproteus sp. AZ2			latest	Contig	Major	Full	2015/03/23	ASM96088v1	Center for Genomic Sciences	GCF_000960885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000960885.1_ASM96088v1
GCA_001273345.1	PRJNA270657	SAMN03793025	LFWU00000000.1	na	1685124	1685124	miscellaneous Crenarchaeota group-1 archaeon SG8-32-1		SG8-32-1	latest	Contig	Major	Full	2015/08/21	ASM127334v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001273345.1_ASM127334v1
GCA_001273335.1	PRJNA270657	SAMN03793026	LFWV00000000.1	na	1685125	1685125	miscellaneous Crenarchaeota group-1 archaeon SG8-32-3		SG8-32-3	latest	Contig	Major	Full	2015/08/21	ASM127333v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001273335.1_ASM127333v1
GCA_001273385.1	PRJNA270657	SAMN03793027	LFWW00000000.1	na	1685126	1685126	miscellaneous Crenarchaeota group-6 archaeon AD8-1		AD8-1	latest	Contig	Major	Full	2015/08/21	ASM127338v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001273385.1_ASM127338v1
GCA_001273415.1	PRJNA270657	SAMN03793030	LFWZ00000000.1	na	1685127	1685127	miscellaneous Crenarchaeota group-15 archaeon DG-45		DG-45	latest	Contig	Major	Full	2015/08/21	ASM127341v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001273415.1_ASM127341v1
GCA_001273435.1	PRJNA270657	SAMN03793022	LFWR00000000.1	na	1685128	1685128	Marine benthic group B archaeon SG8-8-1		SG8-8-1	latest	Contig	Major	Full	2015/08/21	ASM127343v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001273435.1_ASM127343v1
GCA_001273445.1	PRJNA270657	SAMN03793023	LFWS00000000.1	na	1685129	1685129	Marine benthic group B archaeon SG8-8-2		SG8-8-2	latest	Contig	Major	Full	2015/08/21	ASM127344v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001273445.1_ASM127344v1
GCA_001273455.1	PRJNA270657	SAMN03793024	LFWT00000000.1	na	1685130	1685130	Marine benthic group B archaeon SG8-8-3		SG8-8-3	latest	Contig	Major	Full	2015/08/21	ASM127345v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001273455.1_ASM127345v1
GCA_001273375.1	PRJNA270657	SAMN03793028	LFWX00000000.1	na	1685133	1685133	miscellaneous Crenarchaeota group archaeon SMTZ1-55		SMTZ1-55	latest	Contig	Major	Full	2015/08/21	ASM127337v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001273375.1_ASM127337v1
GCA_001273495.1	PRJNA270657	SAMN03793029	LFWY00000000.1	na	1685135	1685135	miscellaneous Crenarchaeota group archaeon SMTZ-80		SMTZ-80	latest	Contig	Major	Full	2015/08/21	ASM127349v1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001273495.1_ASM127349v1
GCA_001280455.1	PRJNA293638	SAMN04009067	LIST00000000.1	na	1705389	1705389	Halorubrum sp. 5	strain=5		latest	Contig	Major	Full	2015/09/09	ASM128045v1	UPR- Mayaguez	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001280455.1_ASM128045v1
GCA_001280425.1	PRJNA293564	SAMN04007144	LIUF00000000.1	na	1705562	1705562	Haloarcula sp. SL3	strain=SL3		latest	Contig	Major	Full	2015/09/09	ASM128042v1	UPR- Mayaguez	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001280425.1_ASM128042v1
